,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,canRate,viewerRating,likeCount,publishedAt,updatedAt,authorChannelId.value,comment_id
10,ZyI78RxwglM,We coming for the schools and media. Viva la Trump,We coming for the schools and media. Viva la Trump,Ol DrtyChkn,https://yt3.ggpht.com/ytc/AL5GRJWQ0oP2ZPf9cv5Z6lb4tQd8lV0Ez2MxfPEtSjKH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC4Hiz6BzeMs3oAnnvzsNdzg,True,none,2,2021-11-10T17:36:26Z,2021-11-10T17:36:26Z,UC4Hiz6BzeMs3oAnnvzsNdzg,UgzPhrSZgy8JkNd1UaZ4AaABAg
11,ZyI78RxwglM,So she thinks crying to the national news will help? 🤣 Lying about crt... she&#39;ll be voted out soon and won&#39;t have to worry about it,So she thinks crying to the national news will help? 🤣 Lying about crt... she'll be voted out soon and won't have to worry about it,Henry Henrison,https://yt3.ggpht.com/ytc/AL5GRJXmpz6W3oADMdfj7nGZ4mrw3W_XKZ8ZbntRpHcordM-NoqKpjeYtc5Cs5T0dJ5Y=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC05ZZPCa5M8ryM3M9z9fydA,True,none,3,2021-11-07T06:05:21Z,2021-11-07T06:05:21Z,UC05ZZPCa5M8ryM3M9z9fydA,UgyhVWVIKCCUTwsYIWZ4AaABAg
12,ZyI78RxwglM,There is no fight the parents are right and until the school board  bends and does what the parents say or RESIGN  they&#39;re going to have a problem I guess they&#39;re having a bad Year. They&#39;re so worried about their lives yet they&#39;re willing to hold on to that position right till the end,There is no fight the parents are right and until the school board  bends and does what the parents say or RESIGN  they're going to have a problem I guess they're having a bad Year. They're so worried about their lives yet they're willing to hold on to that position right till the end,brat,https://yt3.ggpht.com/_fxBy5Fc0YtbqPSzMGmJ5-BYxIS-gWG_AVxO1x8D0YUeCR58N6Et-uuyw7ueSbmjYo-pFoWNcQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC4oo8lDTNEl1zz6Z563qyLA,True,none,1,2021-11-04T21:59:18Z,2021-11-04T22:01:19Z,UC4oo8lDTNEl1zz6Z563qyLA,UgwsupMKJGzojAvExCV4AaABAg
13,ZyI78RxwglM,Let&#39;s go Brandon,Let's go Brandon,Aayush Patel,https://yt3.ggpht.com/ytc/AL5GRJUIgtjUQkXpTOaQt4Z-DfKGKCsuJ-paj8tIN4rh0g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCoPtcDgb8Zy3HI-dgPDp3XA,True,none,3,2021-11-03T20:25:56Z,2021-11-03T20:25:56Z,UCoPtcDgb8Zy3HI-dgPDp3XA,UgxLTaZIkmsSfL1ypYt4AaABAg
14,ZyI78RxwglM,Waaaaaa they hurt my feelings,Waaaaaa they hurt my feelings,Don Blackburn,https://yt3.ggpht.com/ytc/AL5GRJUgduB6dnFLTATixC9OfOIH4QsVxI8YbAXu6wytOg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCN_CzDqfY0uEXBUmFNHPh4A,True,none,2,2021-11-02T14:43:04Z,2021-11-02T14:43:04Z,UCN_CzDqfY0uEXBUmFNHPh4A,Ugz713kVo-b_p2bTu654AaABAg
15,ZyI78RxwglM,"They view warnings as threats. When someone screws with my child they should consider any  &quot;warning&quot; as a blessing, because it is more than they deserve! Instead of taking heed, those warned barricade behind federal authority, under the Biden Regime protection... and then they continue with delusional perception of impunity. The thought of changing their anti-American mind-control program is simply not an option available to them, even at the price of their physical well-being, maybe worse. Can they not see the dangerous position in which they put themselves in? When it happens (and it will), I will not feel sorry for those who have received fair warning yet decided to continue their child abuse and defiance of the will of the people.","They view warnings as threats. When someone screws with my child they should consider any  ""warning"" as a blessing, because it is more than they deserve! Instead of taking heed, those warned barricade behind federal authority, under the Biden Regime protection... and then they continue with delusional perception of impunity. The thought of changing their anti-American mind-control program is simply not an option available to them, even at the price of their physical well-being, maybe worse. Can they not see the dangerous position in which they put themselves in? When it happens (and it will), I will not feel sorry for those who have received fair warning yet decided to continue their child abuse and defiance of the will of the people.",Lacy Tilley,https://yt3.ggpht.com/ytc/AL5GRJX-uTRKS1cyVZmNg5NJIQLFUGXwAKrCc51we3oY2g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsQuZUI572zAjSDyuevTXcw,True,none,5,2021-11-02T14:06:47Z,2021-11-02T14:06:47Z,UCsQuZUI572zAjSDyuevTXcw,UgyTw_dd9AYvKTknsIR4AaABAg
16,ZyI78RxwglM,Ridiculous! She never mentioned their idiotic indoctrination of the students in her district!! Unbelievable,Ridiculous! She never mentioned their idiotic indoctrination of the students in her district!! Unbelievable,Giorgio Bucci,https://yt3.ggpht.com/ytc/AL5GRJWCJ5-06zsLTUIAGswfLr4CTuHa8HEt-Kb4iMxusNU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCXd6CHTXFgI2RtQ1sPB7jhg,True,none,0,2021-10-31T21:33:19Z,2021-10-31T21:33:19Z,UCXd6CHTXFgI2RtQ1sPB7jhg,UgwjdugeHyzTkjVd47Z4AaABAg
17,ZyI78RxwglM,"This country’s Democrats, film and sports personalities, main stream media, <br>Academia are following the tenets of Goebbels’ Ministry of Propaganda and Education. Laughable if not so frightening.","This country’s Democrats, film and sports personalities, main stream media, 
Academia are following the tenets of Goebbels’ Ministry of Propaganda and Education. Laughable if not so frightening.",Jam Pop,https://yt3.ggpht.com/ytc/AL5GRJVzNpEbvS-7L-HodYw4Fid6Ty6-uyT7AAFfFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsCYzppuJ3OT_lrolWNphjw,True,none,0,2021-10-30T14:34:54Z,2021-10-30T14:34:54Z,UCsCYzppuJ3OT_lrolWNphjw,Ugyjk_GWQSfh-zxk4oN4AaABAg
18,ZyI78RxwglM,"Their is no such thing as a patriotic democrat. Being an openly political democrat is reason enough to be removed! Dems are stupid, evil and need to be removed in every position up and down the ladder. This woman needs to wake up and realize she has been brainwashed!","Their is no such thing as a patriotic democrat. Being an openly political democrat is reason enough to be removed! Dems are stupid, evil and need to be removed in every position up and down the ladder. This woman needs to wake up and realize she has been brainwashed!",theshepherdsinn,https://yt3.ggpht.com/ytc/AL5GRJVTIuTozZfIkDfKzOwmr_hyuhY13GfNQA81v4uT=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCITxeKL0V0MQ1DrBgCGgosA,True,none,1,2021-10-29T22:34:05Z,2021-10-29T22:34:05Z,UCITxeKL0V0MQ1DrBgCGgosA,UgxFhC-PL-5JnKSIABt4AaABAg
19,ZyI78RxwglM,STATE peoples mandate    all schools   all classes   install  web cams  put on  line    public view.     now,STATE peoples mandate    all schools   all classes   install  web cams  put on  line    public view.     now,spymaine89,https://yt3.ggpht.com/ytc/AL5GRJV4KrJoV-J8GxthGj7d-UIM5oU0LZmoBpPoeQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnp0ppoZxO6cMXJHahfR4Wg,True,none,3,2021-10-29T15:41:47Z,2021-10-29T15:41:47Z,UCnp0ppoZxO6cMXJHahfR4Wg,UgxdQ5mBI8fNx6fmDGx4AaABAg
20,ZyI78RxwglM,She&#39;s lying.,She's lying.,Phillip_IV_Planet King,https://yt3.ggpht.com/ytc/AL5GRJXhTm_VHTn4rju7eHuqi4tBhx4qREtxNKv47akt=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC5IlCrP2g5IKGd4TZRKks5g,True,none,5,2021-10-29T12:29:06Z,2021-10-29T12:29:06Z,UC5IlCrP2g5IKGd4TZRKks5g,Ugx74VVPbd92nTnMGLR4AaABAg
21,ZyI78RxwglM,"the people  rule    &#39;&#39;us bill of rights&#39;&#39;    not the world  government   and the covid  scam  changes nothing  &#39;&#39;<br>          The ASCL previously said that of the 526 responses from schools eligible for the Covid vaccination programme for 12-15-year-olds, 13% had reported seeing protesters immediately outside their school and 20% had reported protesters in the local area.    Eighteen schools said protesters had gained access to and protested inside the premises, while 20 said they had received communications threatening physical harm to staff.","the people  rule    ''us bill of rights''    not the world  government   and the covid  scam  changes nothing  ''
          The ASCL previously said that of the 526 responses from schools eligible for the Covid vaccination programme for 12-15-year-olds, 13% had reported seeing protesters immediately outside their school and 20% had reported protesters in the local area.    Eighteen schools said protesters had gained access to and protested inside the premises, while 20 said they had received communications threatening physical harm to staff.",spymaine89,https://yt3.ggpht.com/ytc/AL5GRJV4KrJoV-J8GxthGj7d-UIM5oU0LZmoBpPoeQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnp0ppoZxO6cMXJHahfR4Wg,True,none,0,2021-10-29T10:32:42Z,2021-10-29T10:32:42Z,UCnp0ppoZxO6cMXJHahfR4Wg,UgwZj4mOSO1oz89bR8Z4AaABAg
22,ZyI78RxwglM,"<b>I think this pandemic has taught alot of people the important of multiple streams of income, unfortunately having a job doesn&#39;t mean security...No rich man or woman made it through salary, investing will be wise.</b>","*I think this pandemic has taught alot of people the important of multiple streams of income, unfortunately having a job doesn't mean security...No rich man or woman made it through salary, investing will be wise.*",Colby Hughes,https://yt3.ggpht.com/ytc/AL5GRJVzZPcm-k8dW22Qtr834WsB3M2qFdGI1kGAmAlS=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnl23IUlzGfsJ6C6PuAwBWA,True,none,14,2021-10-29T10:11:21Z,2021-10-29T10:11:21Z,UCnl23IUlzGfsJ6C6PuAwBWA,UgzBcsu_1zDqNLy6VKZ4AaABAg
23,ZyI78RxwglM,This story presents only one side of the CRT/Mask issues. Why are there no representatives from Moms for Liberty invited to participate in this discussion? It&#39;s just a vehicle to vilify parents who are justifiably angry at the schools indoctrinating for their children that White kids are oppressors and Black kids are victims. There has been heated rhetoric at the meetings but no actual incidents of violence. Yet the Biden administration announced it will now sic the FBI on moms. And the Marxists at CBS News (who praised the months and months of BLM violence in 2020) now suddenly are outraged that conservatives might possibly behave the same way as BLM. I&#39;m so sick of the gaslighting and lies of the legacy media.,This story presents only one side of the CRT/Mask issues. Why are there no representatives from Moms for Liberty invited to participate in this discussion? It's just a vehicle to vilify parents who are justifiably angry at the schools indoctrinating for their children that White kids are oppressors and Black kids are victims. There has been heated rhetoric at the meetings but no actual incidents of violence. Yet the Biden administration announced it will now sic the FBI on moms. And the Marxists at CBS News (who praised the months and months of BLM violence in 2020) now suddenly are outraged that conservatives might possibly behave the same way as BLM. I'm so sick of the gaslighting and lies of the legacy media.,Francine Long,https://yt3.ggpht.com/ytc/AL5GRJVUzOHKoJa-H9y9OLOWD5ok_CIXxQHCeQOoTg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC25bMlpoPxw2Kd_1jq6h0RQ,True,none,0,2021-10-29T05:41:04Z,2021-10-29T05:41:04Z,UC25bMlpoPxw2Kd_1jq6h0RQ,UgyVyF1r0tacM2vTMUV4AaABAg
24,ZyI78RxwglM,Tar and feather this communest collaborator. Off to Guantanamo,Tar and feather this communest collaborator. Off to Guantanamo,Ralph Riffle,https://yt3.ggpht.com/ytc/AL5GRJXYzuOo5ujw1RCDzc5nQiQEwgLZ4CCz0_dPiQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCSbvLO5mb5IKh7EJa5TeZ7w,True,none,1,2021-10-29T01:15:46Z,2021-10-29T01:15:46Z,UCSbvLO5mb5IKh7EJa5TeZ7w,UgwV81u7Yf3QRriKcKF4AaABAg
25,ZyI78RxwglM,"Wow, keep up the good work.","Wow, keep up the good work.",Pamela Mattox,https://yt3.ggpht.com/ytc/AL5GRJUGdDuEtMLDeS4mdHUH4ojoAo662clvPXEdjw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC4e31WfEUDs49Qk2lDs0Bug,True,none,0,2021-10-28T23:22:09Z,2021-10-28T23:22:09Z,UC4e31WfEUDs49Qk2lDs0Bug,Ugyuoh_m8vhJVATuJMR4AaABAg
26,ZyI78RxwglM,Be Brave I’m sick of them not considering that how this virus spreads and how randomly it kills people. 👏🏻🇺🇸💯Be strong🍀 These people act like socialist Marxist. Their cult leader is very much a Marxist and they should remain a cult because they are sore losers and that’s to bad in an election; Someone loses.,Be Brave I’m sick of them not considering that how this virus spreads and how randomly it kills people. 👏🏻🇺🇸💯Be strong🍀 These people act like socialist Marxist. Their cult leader is very much a Marxist and they should remain a cult because they are sore losers and that’s to bad in an election; Someone loses.,KBStrong,https://yt3.ggpht.com/tLuqxz0arxnfTX9HGX8mahziy1fh4v3KP6jJ-6AEa-huMEm7lf4_QH3p-7EGDcwdxjiF_gxRzgA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCE2TnypW5yeBtsvkELgxb7A,True,none,0,2021-10-28T23:05:32Z,2021-10-28T23:05:32Z,UCE2TnypW5yeBtsvkELgxb7A,UgxUv4cVEEZBaY0a8ch4AaABAg
27,ZyI78RxwglM,"Making a false Child Protective Services report is a crime. I hope whoever did it is prosecuted to the fullest extent of the law. She was accused of putting cigarettes out on her child, CPS showed up unannounced at a play date to examine her daughter. Whoever did this horrific thing has harmed that innocent for life.","Making a false Child Protective Services report is a crime. I hope whoever did it is prosecuted to the fullest extent of the law. She was accused of putting cigarettes out on her child, CPS showed up unannounced at a play date to examine her daughter. Whoever did this horrific thing has harmed that innocent for life.",Mays Ville,https://yt3.ggpht.com/ytc/AL5GRJW3ZbcvHzIxpbbJvWM9M4TezmgcwnoBieuTbufc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2XaK7Ta3wl6s7IjS8l788w,True,none,1,2021-10-28T22:49:00Z,2021-10-28T22:49:00Z,UC2XaK7Ta3wl6s7IjS8l788w,UgxxCq_0EFUtDQ-P4xV4AaABAg
28,ZyI78RxwglM,Couldn’t possibly be because crt and gender are controversial…oh no,Couldn’t possibly be because crt and gender are controversial…oh no,Colin Inscore,https://yt3.ggpht.com/ytc/AL5GRJUvPuN25oLmeFVrMpzhm9hP-mKujjETcbI-lyhgDA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFJwYnxxyi_ucouWvO7caOw,True,none,3,2021-10-28T22:04:11Z,2021-10-28T22:04:11Z,UCFJwYnxxyi_ucouWvO7caOw,Ugw3WPkilnBrl8IwHJB4AaABAg
29,ZyI78RxwglM,School board members politically indoctrinating other people&#39;s children is the last straw. Progressives live in a world where only their views must be accepted.,School board members politically indoctrinating other people's children is the last straw. Progressives live in a world where only their views must be accepted.,thefink68,https://yt3.ggpht.com/ytc/AL5GRJX6Acdh621tydJucHHR-L20ySKrupDiayBTV2cDow=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC281ZnZHZ64Qov4bpNiL-ew,True,none,0,2021-10-28T21:02:13Z,2021-10-28T21:02:13Z,UC281ZnZHZ64Qov4bpNiL-ew,UgyKI8JdJ4dy-u44Jj94AaABAg
30,ZyI78RxwglM,She she says people are saying things about her about but she won&#39;t ever say what those things are. Also why aren&#39;t they asking her about the girl who had her masked tied to her face? That&#39;s why people are mad at her. She ignored it and they are hiding it.,She she says people are saying things about her about but she won't ever say what those things are. Also why aren't they asking her about the girl who had her masked tied to her face? That's why people are mad at her. She ignored it and they are hiding it.,Sam Miller,https://yt3.ggpht.com/ytc/AL5GRJVMKzNynq3niWmZwC6tQl3-YSGQi2WWsPcF=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCn_e8SgNRdp_rNzc5HUYniQ,True,none,9,2021-10-28T21:01:49Z,2021-10-28T21:12:02Z,UCn_e8SgNRdp_rNzc5HUYniQ,UgzTdHX1jMmxH-7KzHR4AaABAg
31,ZyI78RxwglM,coulda closed that out after the female reporter closed it then the guy went on for like a full minute yapping obvious nonsense like he was trying to get the last word... that just struck me as an awkward exchange for no reason after a good discussion.,coulda closed that out after the female reporter closed it then the guy went on for like a full minute yapping obvious nonsense like he was trying to get the last word... that just struck me as an awkward exchange for no reason after a good discussion.,Justin Palmer,https://yt3.ggpht.com/ytc/AL5GRJVPTRUmDApar2BbnShgoTN9wCcyLeZLUujKioZYzQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC_A7WiubzSvVQdHZ8LZNVtg,True,none,0,2021-10-28T20:38:21Z,2021-10-28T20:38:21Z,UC_A7WiubzSvVQdHZ8LZNVtg,UgxCfLCLcGy_l12oD114AaABAg
32,ZyI78RxwglM,start having these people arrested for harrasment and making threats of physical harm. just call the cops on them.,start having these people arrested for harrasment and making threats of physical harm. just call the cops on them.,zencat999,https://yt3.ggpht.com/ytc/AL5GRJWtjVZyu6i5qIlKQ_Bo_0NJby6AvAnBykrBND73Bw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCCt-dtJYflko6Yc9yafTcRA,True,none,1,2021-10-28T19:21:01Z,2021-10-28T19:21:01Z,UCCt-dtJYflko6Yc9yafTcRA,Ugxf_IFlgrMRY5AShNl4AaABAg
33,ZyI78RxwglM,Quit trying to make the school board members look like the good guys and the victims.,Quit trying to make the school board members look like the good guys and the victims.,Peanut Butter,https://yt3.ggpht.com/ytc/AL5GRJVjI-ilIXl4jSPN0FfBqYpkDENM16KsoSmYVw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkILUTebVOhhsbbuMe8tC5A,True,none,15,2021-10-28T18:39:11Z,2021-10-28T18:39:11Z,UCkILUTebVOhhsbbuMe8tC5A,UgzczQzZKOIBqpKAu5J4AaABAg
34,ZyI78RxwglM,is this the school board where the girl was raped and they just stood by and didn&#39;t do anything about it?,is this the school board where the girl was raped and they just stood by and didn't do anything about it?,k333rl,https://yt3.ggpht.com/ytc/AL5GRJXuNgwXnSi0c1xZ8jeTzaywDCbeQ8L41lM-NXQ3=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCELHiqJAWYfQRgl8yb-LWOQ,True,none,1,2021-10-28T18:27:27Z,2021-10-28T18:27:27Z,UCELHiqJAWYfQRgl8yb-LWOQ,UgzUcJ-pFk2YBdSm6j14AaABAg
35,ZyI78RxwglM,There are only a few right wingers on here making comments. They are just changing from account to account commenting on their own comments. Too funny ! I would say a little creepy also.,There are only a few right wingers on here making comments. They are just changing from account to account commenting on their own comments. Too funny ! I would say a little creepy also.,Tim Patton,https://yt3.ggpht.com/ytc/AL5GRJWw4OkkzrR4grs5NCEiBmnlzcVR7Pg9x3pxYQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbUo7g2BwG3DyuhwbeEUuFg,True,none,3,2021-10-28T17:56:35Z,2021-10-28T17:56:35Z,UCbUo7g2BwG3DyuhwbeEUuFg,UgwQLv5rx3144H45vvB4AaABAg
36,ZyI78RxwglM,At this point . Who is proud to identify as democrat?,At this point . Who is proud to identify as democrat?,RMZ A,https://yt3.ggpht.com/b97dkVASGwoY1WZeYeIqQfo6lPIop2pzT0jvsrNolTQRgocExiQSgJCUEQVsb53mdAlblUD-8-0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCBx2WG-NlxOGJWWyuxr64hw,True,none,1,2021-10-28T17:45:31Z,2021-10-28T17:45:31Z,UCBx2WG-NlxOGJWWyuxr64hw,Ugw6JHnw0JArqrJox6t4AaABAg
37,ZyI78RxwglM,Missouri actually just withdrew from the NSBA because they were personally offended at the suggestion anyone was actually threatened.,Missouri actually just withdrew from the NSBA because they were personally offended at the suggestion anyone was actually threatened.,lolitaalmostgrown,https://yt3.ggpht.com/z0Ez4beRGZBPirkilmMPpZu05VtqZ4tm2VD0dH8oeTOJzcsdV_RwskmQ3ozbAgzEXoHXcmWCaA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCe89vjgIBB5zIi-xOIpd3tg,True,none,1,2021-10-28T17:20:32Z,2021-10-28T17:20:32Z,UCe89vjgIBB5zIi-xOIpd3tg,UgyZT3mTW1fVVsFpphl4AaABAg
38,ZyI78RxwglM,This them vs us get them before they get us mentality has no logical conclusion.,This them vs us get them before they get us mentality has no logical conclusion.,Linda Dbse,https://yt3.ggpht.com/ytc/AL5GRJXyG018yUSGaOpOM7Fr9IaaInCUDHGtkQS4gA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJarZXnLBcVI_cFWibiWHKQ,True,none,2,2021-10-28T17:17:32Z,2021-10-28T17:17:32Z,UCJarZXnLBcVI_cFWibiWHKQ,UgzDna7blMuuurD2arJ4AaABAg
39,ZyI78RxwglM,"This is interesting. If you don&#39;t believe Trump is a Fascist after watching this , You are in the cult.  -- Ten Tactics of Fascism -- ​  ​<a href=""https://www.youtube.com/watch?v=CpCKkWMbmXU&amp;list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&amp;index=2%E2%80%8B"">https://www.youtube.com/watch?v=CpCKkWMbmXU&amp;list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&amp;index=2​</a>","This is interesting. If you don't believe Trump is a Fascist after watching this , You are in the cult.  -- Ten Tactics of Fascism -- ​  ​https://www.youtube.com/watch?v=CpCKkWMbmXU&list=PL8zFu-W5kTMpm9neBiaeU-wBeErZeQdjw&index=2​",Tim Patton,https://yt3.ggpht.com/ytc/AL5GRJWw4OkkzrR4grs5NCEiBmnlzcVR7Pg9x3pxYQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbUo7g2BwG3DyuhwbeEUuFg,True,none,0,2021-10-28T17:08:01Z,2021-10-28T17:08:01Z,UCbUo7g2BwG3DyuhwbeEUuFg,Ugxe4Nw4b8Sx8JtxLjp4AaABAg
